Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	5.889650089	6.350837304	132.979	465.426	0.4612	332.447	-91.28	G rupe
2	Spectrogram 1	1	27.573252104	28.034439319	132.979	259.309	0.4612	126.330	-89.02	G rupe
3	Spectrogram 1	1	44.029300635	44.348935338	146.277	445.479	0.3196	299.202	-98.10	G rupe
4	Spectrogram 1	1	44.458524380	45.052131685	159.574	452.128	0.5936	292.553	-98.04	G rupe
5	Spectrogram 1	1	53.929417812	54.363207766	119.681	438.830	0.4338	319.149	-91.23	G rupe
6	Spectrogram 1	1	77.067168871	77.647077546	139.628	452.128	0.5799	312.500	-90.07	G rupe
7	Spectrogram 1	1	81.187603668	81.653357092	186.170	339.096	0.4658	152.926	-98.42	G rupe
8	Spectrogram 1	1	92.416096151	92.982306197	132.979	438.830	0.5662	305.851	-96.44	G rupe
9	Spectrogram 1	1	93.908863998	94.013886829	272.606	398.936	0.1050	126.330	-97.19	G rupe
10	Spectrogram 1	1	95.685119705	96.333521532	113.032	465.426	0.6484	352.394	-90.35	G rupe
11	Spectrogram 1	1	96.881466737	97.443110573	146.277	398.936	0.5616	252.660	-97.68	G rupe
12	Spectrogram 1	1	98.041275472	98.666846249	139.628	465.426	0.6256	325.798	-96.73	G rupe
13	Spectrogram 1	1	99.077805153	99.630316568	119.681	445.479	0.5525	325.798	-92.95	G rupe
14	Spectrogram 1	1	104.626341751	104.722232162	113.032	425.532	0.0959	312.500	-96.24	G rupe
15	Spectrogram 1	1	104.128624856	104.256478737	139.628	398.936	0.1279	259.309	-97.05	G rupe
16	Spectrogram 1	1	106.028165673	106.493919098	119.681	418.883	0.4658	299.202	-96.74	G rupe
17	Spectrogram 1	1	118.019217796	118.941592225	126.330	465.426	0.9224	339.096	-90.58	G rupe
18	Spectrogram 1	1	119.169902727	119.352551129	119.681	425.532	0.1826	305.851	-97.04	G rupe
19	Spectrogram 1	1	119.955290855	120.608258892	139.628	465.426	0.6530	325.798	-96.46	G rupe
20	Spectrogram 1	1	141.590375970	142.211380536	139.628	452.128	0.6210	312.500	-92.98	G rupe
21	Spectrogram 1	1	147.208144823	147.641934778	292.553	445.479	0.4338	152.926	-103.24	G rupe
22	Spectrogram 1	1	154.389653687	154.882804372	352.394	458.777	0.4932	106.383	-102.56	G rupe
23	Spectrogram 1	1	158.612650258	159.137764413	139.628	452.128	0.5251	312.500	-93.68	G rupe
24	Spectrogram 1	1	160.804425724	161.352370929	299.202	438.830	0.5479	139.628	-102.82	G rupe
25	Spectrogram 1	1	167.460433972	167.976415707	319.149	432.181	0.5160	113.032	-101.17	G rupe
26	Spectrogram 1	1	168.611118903	169.286917990	126.330	525.266	0.6758	398.936	-94.81	G rupe
27	Spectrogram 1	1	175.726212835	176.306121511	172.872	571.809	0.5799	398.936	-102.48	G rupe
28	Spectrogram 1	1	176.776441145	177.287856671	146.277	452.128	0.5114	305.851	-100.40	G rupe
29	Spectrogram 1	1	185.699398351	186.000768214	312.500	438.830	0.3014	126.330	-103.24	G rupe
30	Spectrogram 1	1	188.582755108	189.354444606	113.032	724.734	0.7717	611.702	-92.23	G rupe
31	Spectrogram 1	1	186.491431510	187.290518268	126.330	405.585	0.7991	279.255	-97.09	G rupe
32	Spectrogram 1	1	198.708721730	199.252100725	146.277	438.830	0.5434	292.553	-99.38	G rupe
33	Spectrogram 1	1	201.909627520	201.996385511	159.574	458.777	0.0868	299.202	-98.20	G rupe
34	Spectrogram 1	1	202.379947155	202.521499666	119.681	418.883	0.1416	299.202	-95.26	G rupe
35	Spectrogram 1	1	201.379947155	201.457572725	272.606	412.234	0.0776	139.628	-102.00	G rupe
36	Spectrogram 1	1	220.333343927	221.082202375	126.330	485.372	0.7489	359.043	-90.64	G rupe
37	Spectrogram 1	1	218.205490046	218.762567672	126.330	372.340	0.5571	246.011	-95.64	G rupe
38	Spectrogram 1	1	223.332578250	223.821162725	126.330	392.287	0.4886	265.957	-95.35	G rupe
39	Spectrogram 1	1	224.172760898	224.693308843	339.096	458.777	0.5205	119.681	-99.86	G rupe
40	Spectrogram 1	1	228.982702390	229.658501477	126.330	478.723	0.6758	352.394	-91.79	G rupe
41	Spectrogram 1	1	241.511791383	242.315444351	119.681	585.106	0.8037	465.426	-91.49	G rupe
42	Spectrogram 1	1	245.773786368	246.326297784	106.383	452.128	0.5525	345.745	-91.78	G rupe
43	Spectrogram 1	1	248.951868560	249.467850295	139.628	472.074	0.5160	332.447	-90.93	G rupe
44	Spectrogram 1	1	257.566419657	258.114364862	126.330	458.777	0.5479	332.447	-91.93	G rupe
45	Spectrogram 1	1	263.574412539	263.684001580	186.170	352.394	0.1096	166.223	-97.80	G rupe
46	Spectrogram 1	1	264.062997013	264.186284685	139.628	378.989	0.1233	239.362	-92.86	G rupe
