Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	28.025144840	29.340213333	119.681	465.426	1.3151	345.745	-91.26	G rupe
2	Spectrogram 1	1	38.158070227	38.824736894	119.681	252.660	0.6667	132.979	-90.45	G rupe
3	Spectrogram 1	1	47.136140043	47.839336390	106.383	492.021	0.7032	385.638	-90.01	G rupe
4	Spectrogram 1	1	52.046119039	52.548402144	106.383	292.553	0.5023	186.170	-91.26	G rupe
5	Spectrogram 1	1	126.259321982	127.062974951	119.681	478.723	0.8037	359.043	-89.34	G rupe
6	Spectrogram 1	1	145.753883337	146.530139045	106.383	465.426	0.7763	359.043	-89.67	G rupe
7	Spectrogram 1	1	144.393152744	145.023289730	93.085	452.128	0.6301	359.043	-88.01	G rupe
8	Spectrogram 1	1	170.845035930	171.694350999	132.979	292.553	0.8493	159.574	-89.21	G rupe
9	Spectrogram 1	1	196.374553703	197.105147310	106.383	239.362	0.7306	132.979	-88.69	G rupe
10	Spectrogram 1	1	214.084122499	214.823848526	106.383	505.319	0.7397	398.936	-90.09	G rupe
11	Spectrogram 1	1	215.664031175	216.175446700	119.681	252.660	0.5114	132.979	-90.69	G rupe
12	Spectrogram 1	1	229.010779550	229.759637997	119.681	492.021	0.7489	372.340	-88.97	G rupe
13	Spectrogram 1	1	296.423588031	297.017195337	106.383	452.128	0.5936	345.745	-92.98	G rupe
14	Spectrogram 1	1	311.131067000	311.971249648	93.085	492.021	0.8402	398.936	-86.75	G rupe
15	Spectrogram 1	1	328.814941809	329.408549115	93.085	492.021	0.5936	398.936	-86.70	G rupe
16	Spectrogram 1	1	358.104540277	358.789471784	106.383	292.553	0.6849	186.170	-90.42	G rupe
17	Spectrogram 1	1	382.750689683	383.380826669	93.085	319.149	0.6301	226.064	-86.07	G rupe
18	Spectrogram 1	1	406.598138885	407.301335232	93.085	398.936	0.7032	305.851	-85.55	G rupe
19	Spectrogram 1	1	411.483174465	412.031119670	106.383	239.362	0.5479	132.979	-90.78	G rupe
20	Spectrogram 1	1	415.154407341	415.885000949	132.979	438.830	0.7306	305.851	-95.40	G rupe
21	Spectrogram 1	1	424.962765546	425.702491573	106.383	478.723	0.7397	372.340	-88.71	G rupe
22	Spectrogram 1	1	438.211515651	438.923844419	119.681	465.426	0.7123	345.745	-92.32	G rupe
23	Spectrogram 1	1	490.764088436	491.412490262	119.681	438.830	0.6484	319.149	-88.92	G rupe
24	Spectrogram 1	1	498.945190620	499.410944045	132.979	279.255	0.4658	146.277	-90.42	G rupe
25	Spectrogram 1	1	510.475360506	511.233351373	119.681	492.021	0.7580	372.340	-89.87	G rupe
26	Spectrogram 1	1	513.004231702	513.552176907	132.979	492.021	0.5479	359.043	-95.20	G rupe
27	Spectrogram 1	1	517.524779647	517.999665492	119.681	438.830	0.4749	319.149	-94.21	G rupe
28	Spectrogram 1	1	536.760392764	537.271808289	172.872	478.723	0.5114	305.851	-94.77	G rupe
29	Spectrogram 1	1	558.866008080	559.450482966	106.383	425.532	0.5845	319.149	-94.05	G rupe
30	Spectrogram 1	1	587.783671737	588.532530184	119.681	438.830	0.7489	319.149	-89.51	G rupe
31	Spectrogram 1	1	597.713173693	598.288516159	106.383	359.043	0.5753	252.660	-92.42	G rupe
32	Spectrogram 1	1	604.334178260	605.019109766	146.277	478.723	0.6849	332.447	-90.66	G rupe
33	Spectrogram 1	1	622.220687615	622.923883962	132.979	452.128	0.7032	319.149	-92.24	G rupe
34	Spectrogram 1	1	634.857565575	635.606424022	106.383	452.128	0.7489	345.745	-85.94	G rupe
35	Spectrogram 1	1	650.247445577	650.968906764	132.979	279.255	0.7215	146.277	-89.63	G rupe
36	Spectrogram 1	1	680.335780309	681.066373916	106.383	452.128	0.7306	345.745	-92.81	G rupe
37	Spectrogram 1	1	696.702829261	697.378628348	93.085	492.021	0.6758	398.936	-86.48	G rupe
38	Spectrogram 1	1	708.184950815	708.933809263	146.277	372.340	0.7489	226.064	-91.78	G rupe
39	Spectrogram 1	1	713.307465378	714.065456245	93.085	492.021	0.7580	398.936	-87.13	G rupe
40	Spectrogram 1	1	712.357693688	712.978698255	146.277	465.426	0.6210	319.149	-96.93	G rupe
41	Spectrogram 1	1	729.133207132	729.872933159	106.383	252.660	0.7397	146.277	-91.62	G rupe
42	Spectrogram 1	1	778.314267720	778.999199227	132.979	478.723	0.6849	345.745	-90.00	G rupe
43	Spectrogram 1	1	795.891011840	796.575943347	106.383	478.723	0.6849	372.340	-87.70	G rupe
44	Spectrogram 1	1	825.150790757	825.972708565	106.383	292.553	0.8219	186.170	-89.37	G rupe
45	Spectrogram 1	1	852.990756721	853.703085488	119.681	452.128	0.7123	332.447	-92.20	G rupe
