Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	77.203018000	77.403931242	53.191	425.532	0.2009	372.341	-93.31	Rupe A
2	Spectrogram 1	1	78.344570511	78.400596560	59.172	349.112	0.0560	289.941	-90.01	Rupe A
3	Spectrogram 1	1	78.773794255	78.913186489	53.191	366.864	0.1394	313.673	-93.54	Rupe A
4	Spectrogram 1	1	126.604869989	126.659664509	46.543	578.457	0.0548	531.914	-88.00	Rupe A
5	Spectrogram 1	1	127.020395103	127.059427099	59.840	558.511	0.0390	498.671	-96.82	Rupe A
6	Spectrogram 1	1	127.340029806	127.401153718	66.489	458.580	0.0611	392.091	-98.88	Rupe A
7	Spectrogram 1	1	128.627702734	128.893965048	59.172	420.118	0.2663	360.947	-94.91	Rupe A
8	Spectrogram 1	1	132.359533726	132.423646635	59.840	551.862	0.0641	492.022	-97.72	Rupe A
9	Spectrogram 1	1	132.624373909	132.715698110	59.840	438.830	0.0913	378.990	-98.14	Rupe A
10	Spectrogram 1	1	132.802456101	132.889214091	59.840	412.234	0.0868	352.394	-97.33	Rupe A
11	Spectrogram 1	1	133.144921854	133.510218658	59.172	551.862	0.3653	492.690	-98.14	Rupe B
12	Spectrogram 1	1	135.137452133	135.201379074	66.489	418.883	0.0639	352.394	-97.14	Rupe A
13	Spectrogram 1	1	139.819471152	140.056914074	56.213	352.394	0.2374	296.181	-93.03	Rupe B
14	Spectrogram 1	1	140.513535079	140.600293070	46.543	345.745	0.0868	299.202	-85.75	Rupe A
15	Spectrogram 1	1	140.673352430	140.725065391	53.191	372.340	0.0517	319.149	-96.68	Rupe A
16	Spectrogram 1	1	141.125407225	141.174705679	59.840	502.959	0.0493	443.119	-96.97	Rupe A
17	Spectrogram 1	1	143.512710864	143.576637805	59.840	332.447	0.0639	272.607	-96.72	Rupe A
18	Spectrogram 1	1	144.956187405	145.032842213	53.254	511.968	0.0767	458.714	-98.54	Rupe A
19	Spectrogram 1	1	145.513741362	145.585683808	124.260	571.809	0.0719	447.549	-102.75	Rupe A
20	Spectrogram 1	1	146.169827867	146.439234259	53.191	464.497	0.2694	411.306	-98.51	Rupe B
21	Spectrogram 1	1	146.580786771	146.667544762	68.047	458.777	0.0868	390.730	-94.66	Rupe A
22	Spectrogram 1	1	146.795398643	146.853669420	112.426	438.830	0.0583	326.404	-98.63	Rupe A
23	Spectrogram 1	1	147.146996816	147.252019647	68.047	412.234	0.1050	344.187	-95.50	Rupe A
24	Spectrogram 1	1	147.347910058	147.443800469	68.047	372.340	0.0959	304.293	-98.44	Rupe A
25	Spectrogram 1	1	147.649279921	147.799964853	59.840	392.287	0.1507	332.447	-96.09	Rupe A
26	Spectrogram 1	1	148.355317830	148.434668049	59.172	392.287	0.0794	333.115	-95.10	Rupe A
27	Spectrogram 1	1	148.795398643	149.092202296	73.964	618.351	0.2968	544.387	-92.26	Rupe B
28	Spectrogram 1	1	149.334211428	149.398138369	65.089	452.128	0.0639	387.039	-98.90	Rupe A
29	Spectrogram 1	1	150.046540195	150.115033346	85.799	392.287	0.0685	306.488	-100.07	Rupe A
