Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	307.392161315	307.459607358	46.543	259.309	0.0674	212.766	-82.88	Rupe A
2	Spectrogram 1	1	308.158799683	308.263822514	46.543	319.149	0.1050	272.606	-83.14	Rupe A
3	Spectrogram 1	1	309.510397856	309.629119317	66.489	345.745	0.1187	279.256	-88.75	Rupe A
4	Spectrogram 1	1	309.898525710	309.957886441	66.489	312.500	0.0594	246.011	-90.48	Rupe A
5	Spectrogram 1	1	311.552885678	311.648776089	66.489	325.798	0.0959	259.309	-94.55	Rupe A
6	Spectrogram 1	1	312.297175720	312.370235081	59.840	232.713	0.0731	172.873	-91.78	Rupe A
7	Spectrogram 1	1	312.762929145	312.863385766	46.543	345.745	0.1005	299.202	-83.89	Rupe A
8	Spectrogram 1	1	314.274344670	314.379367501	73.138	339.096	0.1050	265.958	-90.80	Rupe A
9	Spectrogram 1	1	317.671595753	317.717257853	53.191	272.606	0.0457	219.415	-91.71	Rupe A
10	Spectrogram 1	1	318.123650548	318.201276118	59.840	372.340	0.0776	312.500	-89.80	Rupe A
11	Spectrogram 1	1	319.776261335	319.858810365	59.840	396.970	0.0825	337.130	-89.71	Rupe A
12	Spectrogram 1	1	320.214974748	320.333696210	53.191	345.745	0.1187	292.554	-91.27	Rupe A
13	Spectrogram 1	1	321.077985292	321.164743283	59.840	279.255	0.0868	219.415	-91.52	Rupe A
14	Spectrogram 1	1	323.831403776	323.909029347	39.894	425.532	0.0776	385.638	-85.94	Rupe A
15	Spectrogram 1	1	324.548298753	324.639622954	59.840	292.553	0.0913	232.713	-92.26	Rupe A
16	Spectrogram 1	1	324.945559027	325.009485968	59.840	246.011	0.0639	186.171	-92.98	Rupe A
17	Spectrogram 1	1	326.283458571	326.356517932	53.191	372.340	0.0731	319.149	-91.09	Rupe A
18	Spectrogram 1	1	328.256055137	328.342813128	53.191	272.606	0.0868	219.415	-91.88	Rupe A
19	Spectrogram 1	1	329.543726370	329.769754935	59.840	463.636	0.2260	403.796	-87.94	Type 4 A
20	Spectrogram 1	1	330.712676142	331.059708105	53.191	511.968	0.3470	458.777	-90.81	Rupe B
21	Spectrogram 1	1	332.196690566	332.513889965	53.191	498.670	0.3172	445.479	-90.46	Rupe B
22	Spectrogram 1	1	393.662690506	393.754014707	46.543	398.936	0.0913	352.393	-86.90	Rupe A
23	Spectrogram 1	1	538.315565319	538.411455730	39.894	292.553	0.0959	252.659	-85.05	Rupe A
24	Spectrogram 1	1	546.368893499	546.519578431	66.489	359.043	0.1507	292.554	-95.45	Rupe A
